road	Z2809
km	2.51
type	Box Culvert
lrpName	LRP002c
name	.
length	5
condition	A
structureNr	117844
est cost	0
roadName	Osmani Biman Bandar Road
chainage	2.51
width	11
constructionYear	1997
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.961111111111112
lon	91.88111111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117844&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117844&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117844&vRoadID=377&vSurveyYear=2006&vSubdivID=801
