road	Z2809
km	0.69
type	Box Culvert
lrpName	LRPSc
name	.
length	2
condition	A
structureNr	117849
est cost	0
roadName	Osmani Biman Bandar Road
chainage	0.69
width	11
constructionYear	2005
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.952777777777776
lon	91.87249999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117849&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117849&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117849&vRoadID=377&vSurveyYear=2006&vSubdivID=801
