road	Z3706
km	4.285
type	RCC Girder Bridge
lrpName	LRP004c
name	BAIRA PARA BRIDGE
length	44.4
condition	C
structureNr	105419
est cost	4.68
roadName	Netrokona-Kendua Road
chainage	4.285
width	4.1
constructionYear	1982
spans	3
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Kendua
lat	24.82213888888889
lon	90.73541666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105419&vRoadID=295&vSurveyYear=2004&vSubdivID=532
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105419&vRoadID=295&vSurveyYear=2004&vSubdivID=532
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105419&vRoadID=295&vSurveyYear=2004&vSubdivID=532
