road	Z6814
km	0.91
type	RCC Girder Bridge
lrpName	LRPSb
name	Baliaghata-1 Bridge
length	11.05
condition	C
structureNr	118795
est cost	0.275
roadName	Baliaghata-Joubon-Boroihata (west) Road
chainage	0.91
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118795&vRoadID=538&vSurveyYear=2013&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118795&vRoadID=538&vSurveyYear=2013&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118795&vRoadID=538&vSurveyYear=2013&vSubdivID=302
