road	Z6814
km	0.91
type	RCC Girder Bridge
lrpName	LRPSb
name	.
length	10.6
condition	A
structureNr	116249
est cost	0
roadName	Baliaghata-Joubon-Boroihata (west) Road
chainage	0.91
width	5
constructionYear	1995
spans	2
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.563305555555555
lon	88.31127777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116249&vRoadID=538&vSurveyYear=2006&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116249&vRoadID=538&vSurveyYear=2006&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116249&vRoadID=538&vSurveyYear=2006&vSubdivID=302
