road	Z2801
km	5.333
type	Box Culvert
lrpName	LRP005b
name	MALONICHORA
length	6.5
condition	A
structureNr	106570
est cost	0
roadName	Sylhet-Salutikar-Companiganj-Bholaganj Road
chainage	5.333
width	12.1
constructionYear	1980
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.935805555555557
lon	91.8668611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106570&vRoadID=376&vSurveyYear=2004&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106570&vRoadID=376&vSurveyYear=2004&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106570&vRoadID=376&vSurveyYear=2004&vSubdivID=801
