road	R558
km	1.586
type	Box Culvert
lrpName	LRP001c
name	.
length	3.6
condition	A
structureNr	109690
est cost	0
roadName	Maheshpur at R556 to Barapukuria Road
chainage	1.586
width	10.25
constructionYear	2000
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Dinajpur
lat	25.52361111111111
lon	88.96861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109690&vRoadID=133&vSurveyYear=2004&vSubdivID=296
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109690&vRoadID=133&vSurveyYear=2004&vSubdivID=296
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109690&vRoadID=133&vSurveyYear=2004&vSubdivID=296
