road	N107
km	4.895
type	RCC Girder Bridge
lrpName	LRP004b
name	Shakpura Bridge
length	36
condition	B
structureNr	121142
est cost	0.5
roadName	Kalurghat-Maneswartek Road
chainage	4.895
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.362 
lon	91.911 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121142&vRoadID=7&vSurveyYear=2013&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121142&vRoadID=7&vSurveyYear=2013&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121142&vRoadID=7&vSurveyYear=2013&vSubdivID=281
