road	Z5011
km	1.915
type	Slab Culvert
lrpName	LRP002d
name	.
length	2
condition	A
structureNr	113030
est cost	0
roadName	Sayedpur-Parbatipur Road
chainage	1.915
width	12.2
constructionYear	1985
spans	1
zone	Rangpur
circle	Dinajpur
division	Nilphamari
sub-division	Nilphamari
lat	25.763666666666666
lon	88.918
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113030&vRoadID=665&vSurveyYear=2004&vSubdivID=300
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113030&vRoadID=665&vSurveyYear=2004&vSubdivID=300
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113030&vRoadID=665&vSurveyYear=2004&vSubdivID=300
