road	Z1046
km	0.6
type	RCC Girder Bridge
lrpName	LRPSb
name	.
length	2.4
condition	D
structureNr	116975
est cost	15
roadName	Harishchar-Kashinagar-Miabazar Road
chainage	0.6
width	4.5
constructionYear	1985
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.28236111111111
lon	91.1266111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116975&vRoadID=465&vSurveyYear=2006&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116975&vRoadID=465&vSurveyYear=2006&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116975&vRoadID=465&vSurveyYear=2006&vSubdivID=543
