road	Z1443
km	0.543
type	Slab Culvert
lrpName	LRPSa
name	SELONIA SLAB CULVERT
length	1
condition	C
structureNr	106071
est cost	2.17
roadName	Feni (Selonia)-Amubhuyerhat-Pratappur-Senbag Road
chainage	0.543
width	3.4
constructionYear	1991
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-2
lat	22.981111111111108
lon	91.33197222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106071&vRoadID=519&vSurveyYear=2004&vSubdivID=546
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106071&vRoadID=519&vSurveyYear=2004&vSubdivID=546
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106071&vRoadID=519&vSurveyYear=2004&vSubdivID=546
