road	R314
km	28.81
type	RCC Girder Bridge
lrpName	LRP029d
name	BOLI PARA BORO BRIDGE
length	18.3
condition	B
structureNr	108789
est cost	0.46
roadName	Gafargaon-Bormi-Mawna Road
chainage	28.81
width	4.2
constructionYear	1989
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.34338888888889
lon	90.57791666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108789&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108789&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108789&vRoadID=111&vSurveyYear=2004&vSubdivID=529
