road	R314
km	15.167
type	Box Culvert
lrpName	LRP015e
name	BORKUL CULVERT
length	12.5
condition	C
structureNr	101640
est cost	0.4
roadName	Gafargaon-Bormi-Mawna Road
chainage	15.167
width	7.8
constructionYear	2001
spans	2
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.270888888888887
lon	90.52152777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101640&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101640&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101640&vRoadID=111&vSurveyYear=2004&vSubdivID=529
