road	R314
km	13.472
type	Slab Culvert
lrpName	LRP013b
name	GAGRA SLAB CULVERT
length	1
condition	C
structureNr	101655
est cost	0.4
roadName	Gafargaon-Bormi-Mawna Road
chainage	13.472
width	4
constructionYear	1989
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.255916666666668
lon	90.52105555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101655&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101655&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101655&vRoadID=111&vSurveyYear=2004&vSubdivID=529
