road	R163
km	27.486
type	RCC Bridge
lrpName	LRP028b
name	CHOWMOHONI BRIDGE
length	18
condition	C
structureNr	106908
est cost	3
roadName	Chittagong (Mohara)-Chandragona Road
chainage	27.486
width	7.9
constructionYear	1983
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.463305555555554
lon	92.1081111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106908&vRoadID=84&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106908&vRoadID=84&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106908&vRoadID=84&vSurveyYear=2004&vSubdivID=269
