road	R850
km	22.041
type	Box Culvert
lrpName	LRP022a
name	Sluice gate
length	6.42
condition	C
structureNr	108023
est cost	1.7
roadName	Tekerhat-Gopalganj (Haridashpur Bridge)-Mollahhat (Gonapara) Road
chainage	22.041
width	9.45
constructionYear	1978
spans	3
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.098055555555554
lon	89.88472222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108023&vRoadID=170&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108023&vRoadID=170&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108023&vRoadID=170&vSurveyYear=2004&vSubdivID=343
