road	Z1026
km	4.507
type	Truss with Steel Deck
lrpName	LRP004d
name	Dopachari Bridge-3
length	43.3
condition	A
structureNr	121294
est cost	0
roadName	Khanahat-Dopchhari-Bandarban (Dulupar) Road
chainage	4.507
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.2251382 
lon	92.0685271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121294&vRoadID=325&vSurveyYear=2013&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121294&vRoadID=325&vSurveyYear=2013&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121294&vRoadID=325&vSurveyYear=2013&vSubdivID=280
