road	Z1026
km	4.507
type	Baily with Steel Deck
lrpName	LRP004d
name	DOPCHARI 2
length	42
condition	C
structureNr	104214
est cost	0.47
roadName	Khanahat-Dopchhari-Bandarban (Dulupar) Road
chainage	4.507
width	3.5
constructionYear	1979
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.225277777777777
lon	92.06822222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104214&vRoadID=325&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104214&vRoadID=325&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104214&vRoadID=325&vSurveyYear=2004&vSubdivID=280
