road	Z1802
km	0.169
type	RCC Girder Bridge
lrpName	LRPSa
name	SAKPURA BAZR
length	6.1
condition	C
structureNr	106781
est cost	1
roadName	Telegati-Allaher Darber Sharif Road
chainage	0.169
width	3.9
constructionYear	2004
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.35525
lon	91.91505555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106781&vRoadID=313&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106781&vRoadID=313&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106781&vRoadID=313&vSurveyYear=2004&vSubdivID=281
