road	R548
km	27.8
type	Truss with Steel Deck
lrpName	LRP028b
name	Atrai Bridge
length	142.1
condition	A
structureNr	100961
est cost	0
roadName	Naogaon-Atrai-Natore Road
chainage	27.8
width	4
constructionYear	1976
spans	3
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.613055555555558
lon	88.97472222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100961&vRoadID=127&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100961&vRoadID=127&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100961&vRoadID=127&vSurveyYear=2004&vSubdivID=305
