road	Z8703
km	7.789
type	RCC Girder Bridge
lrpName	LRP008c
name	Kayuudia Bridge
length	10.34
condition	C
structureNr	120864
est cost	1.321
roadName	Jhalokati (Dhanshiri)-Kawkhali Road
chainage	7.789
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.6210271 
lon	90.0860274 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120864&vRoadID=774&vSurveyYear=2013&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120864&vRoadID=774&vSurveyYear=2013&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120864&vRoadID=774&vSurveyYear=2013&vSubdivID=339
