index,id,drive_time,replication,scenario
69788,Truck72000,232,1,5
69789,Truck72001,230,1,5
69790,Truck72002,229,1,5
69791,Truck72003,235,1,5
69792,Truck72005,226,1,5
69793,Truck72004,235,1,5
69794,Truck72006,235,1,5
69795,Truck72007,231,1,5
69796,Truck72008,233,1,5
69797,Truck72009,234,1,5
69798,Truck72011,227,1,5
69799,Truck72010,235,1,5
69800,Truck72012,230,1,5
69801,Truck72013,226,1,5
69802,Truck72014,229,1,5
69803,Truck72015,226,1,5
69804,Truck72016,226,1,5
69805,Truck72017,226,1,5
69806,Truck72018,229,1,5
69807,Truck72019,226,1,5
69808,Truck72020,233,1,5
69809,Truck72021,234,1,5
69810,Truck72022,229,1,5
69811,Truck72023,229,1,5
69812,Truck72024,232,1,5
69813,Truck72025,234,1,5
69814,Truck72026,231,1,5
69815,Truck72027,231,1,5
69816,Truck72028,229,1,5
69817,Truck72029,226,1,5
69818,Truck72030,233,1,5
69819,Truck72031,228,1,5
69820,Truck72032,233,1,5
69821,Truck72033,231,1,5
69822,Truck72034,229,1,5
69823,Truck72036,226,1,5
69824,Truck72035,235,1,5
69825,Truck72037,227,1,5
69826,Truck72038,228,1,5
69827,Truck72040,228,1,5
69828,Truck72039,235,1,5
69829,Truck72041,230,1,5
69830,Truck72042,233,1,5
69831,Truck72043,230,1,5
69832,Truck72045,227,1,5
69833,Truck72044,235,1,5
69834,Truck72046,232,1,5
69835,Truck72047,228,1,5
69836,Truck72048,230,1,5
69837,Truck72049,230,1,5
69838,Truck72050,226,1,5
69839,Truck72051,233,1,5
69840,Truck72052,234,1,5
69841,Truck72053,229,1,5
69842,Truck72054,230,1,5
69843,Truck72055,226,1,5
69844,Truck72056,233,1,5
69845,Truck72057,234,1,5
69846,Truck72058,232,1,5
69847,Truck72059,230,1,5
69848,Truck72060,232,1,5
69849,Truck72062,228,1,5
69850,Truck72061,234,1,5
69851,Truck72063,226,1,5
69852,Truck72064,233,1,5
69853,Truck72066,226,1,5
69854,Truck72065,232,1,5
69855,Truck72067,229,1,5
69856,Truck72068,230,1,5
69857,Truck72069,235,1,5
69858,Truck72070,233,1,5
69859,Truck72071,228,1,5
69860,Truck72072,233,1,5
69861,Truck72073,235,1,5
69862,Truck72074,231,1,5
69863,Truck72075,234,1,5
69864,Truck72076,235,1,5
69865,Truck72077,235,1,5
69866,Truck72078,232,1,5
69867,Truck72079,233,1,5
69868,Truck72081,229,1,5
69869,Truck72080,235,1,5
69870,Truck72082,230,1,5
69871,Truck72083,232,1,5
69872,Truck72084,227,1,5
69873,Truck72085,231,1,5
69874,Truck72086,230,1,5
69875,Truck72087,230,1,5
69876,Truck72088,231,1,5
69877,Truck72089,232,1,5
69878,Truck72090,233,1,5
69879,Truck72092,226,1,5
69880,Truck72091,233,1,5
69881,Truck72093,227,1,5
69882,Truck72094,233,1,5
69883,Truck72095,231,1,5
69884,Truck72096,227,1,5
69885,Truck72097,235,1,5
69886,Truck72098,232,1,5
69887,Truck72099,231,1,5
69888,Truck72100,231,1,5
69889,Truck72101,226,1,5
69890,Truck72102,235,1,5
69891,Truck72103,233,1,5
69892,Truck72105,226,1,5
69893,Truck72104,233,1,5
69894,Truck72106,227,1,5
69895,Truck72107,233,1,5
69896,Truck72108,230,1,5
69897,Truck72109,231,1,5
69898,Truck72110,235,1,5
69899,Truck72112,227,1,5
69900,Truck72111,233,1,5
69901,Truck72113,234,1,5
69902,Truck72114,230,1,5
69903,Truck72115,235,1,5
69904,Truck72116,235,1,5
69905,Truck72117,231,1,5
69906,Truck72118,230,1,5
69907,Truck72119,229,1,5
69908,Truck72120,235,1,5
69909,Truck72121,231,1,5
69910,Truck72122,231,1,5
69911,Truck72123,226,1,5
