road	Z1206
km	9.413
type	PC Girder Bridge
lrpName	LRP010b
name	Banggura Bridge
length	26.1
condition	C
structureNr	120722
est cost	0.45
roadName	Companiganj-Nabinagar Road
chainage	9.413
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.7262216 
lon	90.9883052 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120722&vRoadID=448&vSurveyYear=2013&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120722&vRoadID=448&vSurveyYear=2013&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120722&vRoadID=448&vSurveyYear=2013&vSubdivID=544
