road	R360
km	38.913
type	Box Culvert
lrpName	LRP039a
name	GOZARIA; BOX CULVERT
length	6.5
condition	C
structureNr	104645
est cost	1.4
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	38.913
width	10.05
constructionYear	1973
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.57675
lon	90.66719444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104645&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104645&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104645&vRoadID=113&vSurveyYear=2004&vSubdivID=528
