road	R360
km	32.42
type	Box Culvert
lrpName	LRP032c
name	KANARM AE BOX CULVERT
length	9.5
condition	C
structureNr	104598
est cost	4.5
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	32.42
width	9.75
constructionYear	1980
spans	2
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.571833333333334
lon	90.60616666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104598&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104598&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104598&vRoadID=113&vSurveyYear=2004&vSubdivID=528
