road	R360
km	28.003
type	Box Culvert
lrpName	LRP028b
name	SADURGALS BOX CULVERT
length	1.45
condition	B
structureNr	104594
est cost	2.5
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	28.003
width	10.2
constructionYear	1972
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.608194444444447
lon	90.61505555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104594&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104594&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104594&vRoadID=113&vSurveyYear=2004&vSubdivID=528
