road	R360
km	41.278
type	RCC Girder Bridge
lrpName	LRP041b
name	NANDAIL BRIDGE
length	48.15
condition	D
structureNr	104656
est cost	188
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	41.278
width	5.2
constructionYear	1952
spans	3
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.57172222222222
lon	90.68916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104656&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104656&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104656&vRoadID=113&vSurveyYear=2004&vSubdivID=528
