road	R360
km	57.763
type	Box Culvert
lrpName	LRP057b
name	KOWKIA BOX CULVERT
length	4.6
condition	C
structureNr	104662
est cost	2.2
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	57.763
width	10.1
constructionYear	1982
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.483277777777776
lon	90.76402777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104662&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104662&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104662&vRoadID=113&vSurveyYear=2004&vSubdivID=528
