road	Z1414
km	0.705
type	Baily with Steel Deck
lrpName	LRPSb
name	Shamespur Baily Bridge
length	49.1
condition	A
structureNr	121037
est cost	0
roadName	Laksam (Sawsan Ghat)-Muddafarganj Road
chainage	0.705
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.264 
lon	91.1163333 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121037&vRoadID=461&vSurveyYear=2013&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121037&vRoadID=461&vSurveyYear=2013&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121037&vRoadID=461&vSurveyYear=2013&vSubdivID=543
