road	N6
km	43.868
type	Arch Masonry
lrpName	LRP043b
name	RANIHAT ARCH MASONARY
length	6.6
condition	A
structureNr	108149
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	43.868
width	10.3
constructionYear	1969
spans	2
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.024444444444445
lon	89.2475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108149&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108149&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108149&vRoadID=46&vSurveyYear=2004&vSubdivID=310
