road	N6
km	101.506
type	Box Culvert
lrpName	LRP101a
name	.
length	4.5
condition	A
structureNr	102170
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	101.506
width	14.36
constructionYear	2000
spans	1
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-2
lat	24.405555555555555
lon	88.99944444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102170&vRoadID=46&vSurveyYear=2004&vSubdivID=316
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102170&vRoadID=46&vSurveyYear=2004&vSubdivID=316
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102170&vRoadID=46&vSurveyYear=2004&vSubdivID=316
