road	N6
km	63.666
type	Box Culvert
lrpName	LRP063b
name	.
length	2.25
condition	A
structureNr	102008
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	63.666
width	13.4
constructionYear	1988
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.129444444444445
lon	89.13027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102008&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102008&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102008&vRoadID=46&vSurveyYear=2004&vSubdivID=310
