road	N6
km	90.736
type	RCC Girder Bridge
lrpName	LRP090a
name	Ahmedabad Bridge
length	106.96
condition	D
structureNr	102134
est cost	40
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	90.736
width	6.97
constructionYear	1965
spans	5
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-2
lat	24.349444444444444
lon	89.06777777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102134&vRoadID=46&vSurveyYear=2004&vSubdivID=316
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102134&vRoadID=46&vSurveyYear=2004&vSubdivID=316
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102134&vRoadID=46&vSurveyYear=2004&vSubdivID=316
