road	Z5015
km	13.283
type	Box Culvert
lrpName	LRP013b
name	.
length	3.6
condition	A
structureNr	112844
est cost	0
roadName	Taxerhat-Laldighi-Taraganj-Kishoreganj Road
chainage	13.283
width	6.7
constructionYear	2001
spans	1
zone	Rangpur
circle	Dinajpur
division	Nilphamari
sub-division	Nilphamari
lat	25.776416666666666
lon	88.99433333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112844&vRoadID=607&vSurveyYear=2004&vSubdivID=300
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112844&vRoadID=607&vSurveyYear=2004&vSubdivID=300
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112844&vRoadID=607&vSurveyYear=2004&vSubdivID=300
