road	Z2036
km	2.864
type	Slab Culvert
lrpName	LRP002f
name	Slab Culvert
length	2
condition	A
structureNr	114638
est cost	0
roadName	Shibpur-Bannerbazar-Palas (Taltali) Road
chainage	2.864
width	6.5
constructionYear	2000
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.021416666666667
lon	90.72194444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114638&vRoadID=215&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114638&vRoadID=215&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114638&vRoadID=215&vSurveyYear=2004&vSubdivID=523
