road	Z2036
km	7.74
type	Slab Culvert
lrpName	LRP007f
name	Slab Culvert
length	3
condition	A
structureNr	114668
est cost	0
roadName	Shibpur-Bannerbazar-Palas (Taltali) Road
chainage	7.74
width	5.3
constructionYear	1994
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.00611111111111
lon	90.70425
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114668&vRoadID=215&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114668&vRoadID=215&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114668&vRoadID=215&vSurveyYear=2004&vSubdivID=523
