road	Z1411
km	12.978
type	Slab Culvert
lrpName	LRP012d
name	ASLODIA[3]
length	3.2
condition	A
structureNr	114165
est cost	0
roadName	Khajuria-Pailgachha-Barura Road
chainage	12.978
width	5.66
constructionYear	1990
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.342527777777775
lon	91.02780555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114165&vRoadID=473&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114165&vRoadID=473&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114165&vRoadID=473&vSurveyYear=2004&vSubdivID=543
