road	Z1001
km	6.634
type	Slab Culvert
lrpName	LRP006b
name	BORSER SLAB CULVERT
length	2
condition	A
structureNr	106323
est cost	0
roadName	Ramu-Naikhongchhari Road
chainage	6.634
width	7.2
constructionYear	1992
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	21.43102777777778
lon	92.1421388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106323&vRoadID=355&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106323&vRoadID=355&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106323&vRoadID=355&vSurveyYear=2004&vSubdivID=285
