road	Z8504
km	0.57
type	RCC Girder Bridge
lrpName	LRPSc
name	Kazi Bridge
length	15
condition	A
structureNr	119322
est cost	0
roadName	Tungipara Thana Complex-Patgati Road
chainage	0.57
width	
constructionYear	
spans	
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	22.9059444 
lon	89.8931108 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119322&vRoadID=410&vSurveyYear=2013&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119322&vRoadID=410&vSurveyYear=2013&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119322&vRoadID=410&vSurveyYear=2013&vSubdivID=343
