road	Z8504
km	0.57
type	RCC Girder Bridge
lrpName	LRPSc
name	.
length	15
condition	A
structureNr	116678
est cost	0
roadName	Tungipara Thana Complex-Patgati Road
chainage	0.57
width	4.3
constructionYear	1996
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	22.90583333333333
lon	89.89305555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116678&vRoadID=410&vSurveyYear=2006&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116678&vRoadID=410&vSurveyYear=2006&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116678&vRoadID=410&vSurveyYear=2006&vSubdivID=343
