road	Z5612
km	0.79
type	Slab Culvert
lrpName	LRPSb
name	.
length	4
condition	A
structureNr	115400
est cost	0
roadName	Shahebganj-Haragachha Road
chainage	0.79
width	7.6
constructionYear	1988
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-1
lat	25.779999999999998
lon	89.30913888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115400&vRoadID=602&vSurveyYear=2006&vSubdivID=287
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115400&vRoadID=602&vSurveyYear=2006&vSubdivID=287
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115400&vRoadID=602&vSurveyYear=2006&vSubdivID=287
