road	R860
km	5.953
type	RCC Girder Bridge
lrpName	LRP006b
name	Iter Pole Bridge
length	29.42
condition	C
structureNr	119031
est cost	0.022
roadName	Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road
chainage	5.953
width	
constructionYear	
spans	
zone	Gopalganj
circle	Gopalganj
division	Madaripur
sub-division	Madaripur
lat	23.1672493 
lon	90.2043889 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119031&vRoadID=171&vSurveyYear=2013&vSubdivID=346
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119031&vRoadID=171&vSurveyYear=2013&vSubdivID=346
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119031&vRoadID=171&vSurveyYear=2013&vSubdivID=346
