road	R160
km	42.581
type	Box Culvert
lrpName	LRP043b
name	MOHAMUNI BOX CULVERT
length	1.9
condition	B
structureNr	104816
est cost	0.25
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	42.581
width	9.7
constructionYear	1964
spans	1
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Dighinala
lat	22.842555555555553
lon	91.83794444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104816&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104816&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104816&vRoadID=81&vSurveyYear=2004&vSubdivID=567
