road	R160
km	84.321
type	Baily with Steel Deck
lrpName	LRP085b
name	ALUTILA BRIDGE
length	45.8
condition	C
structureNr	104797
est cost	8.57
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	84.321
width	3.55
constructionYear	1981
spans	1
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Khagrachari-1
lat	23.093166666666665
lon	91.9574
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104797&vRoadID=81&vSurveyYear=2004&vSubdivID=564
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104797&vRoadID=81&vSurveyYear=2004&vSubdivID=564
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104797&vRoadID=81&vSurveyYear=2004&vSubdivID=564
