road	R160
km	14.816
type	Steel Beam & RCC Slab
lrpName	LRP015a
name	HALDA STEEL BEAM AND RCC SLAB
length	99.6
condition	C
structureNr	109419
est cost	8.74
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	14.816
width	8.4
constructionYear	1990
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.627
lon	91.79747222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109419&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109419&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109419&vRoadID=81&vSurveyYear=2004&vSubdivID=270
