road	R160
km	30.48
type	Baily with Steel Deck
lrpName	LRP031a
name	BAGANBARI
length	18.5
condition	C
structureNr	104750
est cost	0.72
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	30.48
width	3.5
constructionYear	1973
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.75947222222222
lon	91.78725
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104750&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104750&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104750&vRoadID=81&vSurveyYear=2004&vSubdivID=270
