road	R160
km	47.188
type	Baily with Steel Deck
lrpName	LRP048b
name	GACCAHA BRIDGE
length	23
condition	C
structureNr	104734
est cost	2.2
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	47.188
width	3.5
constructionYear	1980
spans	1
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Dighinala
lat	22.873555555555555
lon	91.86227777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104734&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104734&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104734&vRoadID=81&vSurveyYear=2004&vSubdivID=567
