road	R160
km	12.456
type	Box Culvert
lrpName	LRP012b
name	DHOLI BOX CULVERT
length	31.3
condition	A
structureNr	109430
est cost	0
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	12.456
width	7.1
constructionYear	1966
spans	5
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.601916666666668
lon	91.79344444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109430&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109430&vRoadID=81&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109430&vRoadID=81&vSurveyYear=2004&vSubdivID=270
