road	Z5207
km	0.825
type	Box Culvert
lrpName	LRPSc
name	.
length	2.15
condition	B
structureNr	110889
est cost	0.015
roadName	Nandigram (Katham)-Kaliganj-Raninagar Road
chainage	0.825
width	4.2
constructionYear	1993
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.67
lon	89.26777777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110889&vRoadID=645&vSurveyYear=2004&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110889&vRoadID=645&vSurveyYear=2004&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110889&vRoadID=645&vSurveyYear=2004&vSubdivID=291
