road	Z7102
km	9.744
type	RCC Bridge
lrpName	LRP010c
name	.
length	25.37
condition	A
structureNr	111368
est cost	0
roadName	Rajbari-Baliakandi-Jamalpur-Madhukhali Road
chainage	9.744
width	4.77
constructionYear	1995
spans	4
zone	Gopalganj
circle	Faridpur
division	Rajbari
sub-division	Rajbari
lat	23.697777777777777
lon	89.58416666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111368&vRoadID=432&vSurveyYear=2004&vSubdivID=588
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111368&vRoadID=432&vSurveyYear=2004&vSubdivID=588
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111368&vRoadID=432&vSurveyYear=2004&vSubdivID=588
