road	R314
km	29.031
type	Box Culvert
lrpName	LRP029f
name	GATIPARA BOX CULVERT
length	1.85
condition	C
structureNr	108810
est cost	0.52
roadName	Gafargaon-Bormi-Mawna Road
chainage	29.031
width	5
constructionYear	1992
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.345444444444443
lon	90.57766666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108810&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108810&vRoadID=111&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108810&vRoadID=111&vSurveyYear=2004&vSubdivID=529
