road	R570
km	2.854
type	Box Culvert
lrpName	LRP003a
name	.
length	2.7
condition	A
structureNr	109575
est cost	0
roadName	Sayedpur-Nilphamari Road
chainage	2.854
width	15.9
constructionYear	1990
spans	1
zone	Rangpur
circle	Dinajpur
division	Nilphamari
sub-division	Nilphamari
lat	25.826666666666668
lon	88.8711111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109575&vRoadID=134&vSurveyYear=2004&vSubdivID=300
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109575&vRoadID=134&vSurveyYear=2004&vSubdivID=300
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109575&vRoadID=134&vSurveyYear=2004&vSubdivID=300
