road	Z8705
km	8
type	RCC Girder Bridge
lrpName	LRP007e
name	
length	10.3
condition	C
structureNr	119286
est cost	2.483
roadName	Bhandaria-Paikhkhali-Kathalia Road
chainage	8
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.4399163 
lon	90.1139167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119286&vRoadID=773&vSurveyYear=2013&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119286&vRoadID=773&vSurveyYear=2013&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119286&vRoadID=773&vSurveyYear=2013&vSubdivID=584
