road	Z3037
km	9.756
type	Box Culvert
lrpName	LRP009d
name	NORANGI BOX CULVERT
length	3
condition	C
structureNr	102739
est cost	3.15
roadName	Bhoradoba-Sagardighi-Ghatail-Bhuanpur Road
chainage	9.756
width	9.85
constructionYear	1986
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.450083333333332
lon	90.29213888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102739&vRoadID=251&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102739&vRoadID=251&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102739&vRoadID=251&vSurveyYear=2004&vSubdivID=529
