road	Z3037
km	49.968
type	Box Culvert
lrpName	LRP049e
name	GHATAIL CULVERT
length	6.2
condition	D
structureNr	108938
est cost	6.45
roadName	Bhoradoba-Sagardighi-Ghatail-Bhuanpur Road
chainage	49.968
width	4.3
constructionYear	1986
spans	2
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.474833333333333
lon	89.9636388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108938&vRoadID=251&vSurveyYear=2004&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108938&vRoadID=251&vSurveyYear=2004&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108938&vRoadID=251&vSurveyYear=2004&vSubdivID=535
