road	Z3037
km	13.765
type	RCC Girder Bridge
lrpName	LRP013c
name	FOOL BARIA BRIDGE
length	32
condition	A
structureNr	108964
est cost	0
roadName	Bhoradoba-Sagardighi-Ghatail-Bhuanpur Road
chainage	13.765
width	4.3
constructionYear	1990
spans	3
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.455861111111112
lon	90.25494444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108964&vRoadID=251&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108964&vRoadID=251&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108964&vRoadID=251&vSurveyYear=2004&vSubdivID=529
