road	R370
km	1.433
type	PC Girder Bridge
lrpName	LRP001c
name	Shambhuganj bridge
length	452.8
condition	B
structureNr	118874
est cost	3.43
roadName	Mymensingh (D.C Office)-Raghurampur-Netrokona-Mohonganj-Jamalganj-Sunamganj Road
chainage	1.433
width	
constructionYear	
spans	
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.754261067272726
lon	90.4154257018182
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118874&vRoadID=115&vSurveyYear=2013&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118874&vRoadID=115&vSurveyYear=2013&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118874&vRoadID=115&vSurveyYear=2013&vSubdivID=530
