road	Z1061
km	0.759
type	Truss with Steel Deck
lrpName	LRPSb
name	Langolbondh Bridge
length	21.96
condition	C
structureNr	120153
est cost	0
roadName	Madanganj (Minarbari)-Lalgalbandh Road
chainage	0.759
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.6540833 
lon	90.5660278 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120153&vRoadID=225&vSurveyYear=2013&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120153&vRoadID=225&vSurveyYear=2013&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120153&vRoadID=225&vSurveyYear=2013&vSubdivID=521
