road	Z1402
km	31.58
type	Box Culvert
lrpName	LRP031c
name	PALOR BAZAR BOX CULVERT
length	9.5
condition	C
structureNr	113810
est cost	3.08
roadName	Baburhat-Matlab-Pennai Road
chainage	31.58
width	9.8
constructionYear	2004
spans	2
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.453972222222223
lon	90.74897222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113810&vRoadID=456&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113810&vRoadID=456&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113810&vRoadID=456&vSurveyYear=2004&vSubdivID=544
