road	Z1402
km	33.613
type	Box Culvert
lrpName	LRP033b
name	MIA BARI BOX CULVERT
length	4.6
condition	A
structureNr	113814
est cost	0
roadName	Baburhat-Matlab-Pennai Road
chainage	33.613
width	7.3
constructionYear	1987
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.45911111111111
lon	90.76380555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113814&vRoadID=456&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113814&vRoadID=456&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113814&vRoadID=456&vSurveyYear=2004&vSubdivID=544
