road	Z1445
km	15.038
type	Box Culvert
lrpName	LRP016f
name	GABUYA SUMBRUDGE
length	1.5
condition	D
structureNr	103069
est cost	10
roadName	Kachua-Gulbahar-Matlab Dakhin (Kashimpur) Road
chainage	15.038
width	5.66
constructionYear	1967
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Chandpur
lat	23.336499999999997
lon	90.76897222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103069&vRoadID=490&vSurveyYear=2004&vSubdivID=802
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103069&vRoadID=490&vSurveyYear=2004&vSubdivID=802
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103069&vRoadID=490&vSurveyYear=2004&vSubdivID=802
