road	Z1445
km	14.657
type	RCC Girder Bridge
lrpName	LRP016e
name	GOBOYA BRIDGE
length	3.8
condition	D
structureNr	103067
est cost	0.22
roadName	Kachua-Gulbahar-Matlab Dakhin (Kashimpur) Road
chainage	14.657
width	3.7
constructionYear	1987
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Chandpur
lat	23.337027777777777
lon	90.77258333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103067&vRoadID=490&vSurveyYear=2004&vSubdivID=802
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103067&vRoadID=490&vSurveyYear=2004&vSubdivID=802
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103067&vRoadID=490&vSurveyYear=2004&vSubdivID=802
