road	N106
km	19.035
type	Arch Masonry
lrpName	LRP020d
name	GOHIRA ARCH MASONARY
length	1.2
condition	B
structureNr	107991
est cost	0.12
roadName	Chittagong-Hathazari-Rangamati Road
chainage	19.035
width	7.6
constructionYear	1965
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.521
lon	91.86638888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107991&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107991&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107991&vRoadID=6&vSurveyYear=2004&vSubdivID=270
