road	N106
km	36.661
type	RCC Girder Bridge
lrpName	LRP038c
name	Chukhover Mil Bridge
length	26
condition	A
structureNr	120962
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	36.661
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.54866537167382
lon	92.01237543004292
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120962&vRoadID=6&vSurveyYear=2013&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120962&vRoadID=6&vSurveyYear=2013&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120962&vRoadID=6&vSurveyYear=2013&vSubdivID=570
